pep_id,Title,louvain_group_id,group_category,group_id,Type,Status,Created_dt,group_name
0568,Generator-sensitivity for Context Variables,12,A,0,Standards Track,Deferred,2018-01-04,A-05
0603,Adding a frozenmap type to collections,12,A,0,Standards Track,Draft,2019-09-12,A-05
3145,Asynchronous I/O For subprocess.Popen,12,A,0,Standards Track,Withdrawn,2009-08-04,A-05
3148,futures - execute computations asynchronously,12,A,0,Standards Track,Final,2009-10-16,A-05
3152,Cofunctions,12,A,0,Standards Track,Rejected,2009-02-13,A-05
3156,"Asynchronous IO Support Rebooted the ""asyncio"" Module",12,A,0,Standards Track,Final,2012-12-12,A-05
0205,Weak References,13,C,6,Standards Track,Final,2000-07-14,C-35
0210,Decoupling the Interpreter Loop,14,C,7,Standards Track,Rejected,2000-07-15,C-36
0215,String Interpolation,15,A,0,Standards Track,Superseded,2000-07-24,A-13
0292,Simpler String Substitutions,15,A,0,Standards Track,Final,2002-06-18,A-13
0306,How to Change Python's Grammar,15,A,0,Informational,Withdrawn,2003-01-29,A-13
0378,Format Specifier for Thousands Separator,15,A,0,Standards Track,Final,2009-03-12,A-13
0460,Add binary interpolation and formatting,15,A,0,Standards Track,Withdrawn,2014-01-06,A-13
0461,Adding % formatting to bytes and bytearray,15,A,0,Standards Track,Final,2014-01-13,A-13
0498,Literal String Interpolation,15,A,0,Standards Track,Final,2015-08-01,A-13
0501,General purpose string interpolation,15,A,0,Standards Track,Deferred,2015-08-08,A-13
0502,String Interpolation - Extended Discussion,15,A,0,Informational,Rejected,2015-08-10,A-13
0536,Final Grammar for Literal String Interpolation,15,A,0,Standards Track,Deferred,2016-12-11,A-13
3101,Advanced String Formatting,15,A,0,Standards Track,Final,2006-04-16,A-13
3126,Remove Implicit String Concatenation,15,A,0,Standards Track,Rejected,2007-04-29,A-13
3127,Integer Literal Support and Syntax,15,A,0,Standards Track,Final,2007-03-14,A-13
0217,Display Hook for Interactive Use,16,C,8,Standards Track,Final,2000-07-31,C-37
0218,Adding a Built-In Set Object Type,17,A,0,Standards Track,Final,2000-07-31,A-08
0232,Function Attributes,17,A,0,Standards Track,Final,2000-12-02,A-08
0233,Python Online Help,17,A,0,Standards Track,Deferred,2000-12-11,A-08
0245,Python Interface Syntax,17,A,0,Standards Track,Rejected,2001-01-11,A-08
0246,Object Adaptation,17,A,0,Standards Track,Rejected,2001-03-21,A-08
0263,Defining Python Source Code Encodings,17,A,0,Standards Track,Final,2001-06-06,A-08
0266,Optimizing Global Variable/Attribute Access,17,A,0,Standards Track,Withdrawn,2001-08-13,A-08
0267,Optimized Access to Module Namespaces,17,A,0,Standards Track,Deferred,2001-05-23,A-08
0269,Pgen Module for Python,17,A,0,Standards Track,Deferred,2001-08-24,A-08
0270,uniq method for list objects,17,A,0,Standards Track,Rejected,2001-08-21,A-08
0273,Import Modules from Zip Archives,17,A,0,Standards Track,Final,2001-10-11,A-08
0278,Universal Newline Support,17,A,0,Standards Track,Final,2002-01-14,A-08
0280,Optimizing access to globals,17,A,0,Standards Track,Deferred,2002-02-10,A-08
0282,A Logging System,17,A,0,Standards Track,Final,2002-02-04,A-08
0283,Python 2.3 Release Schedule,17,A,0,Informational,Final,2002-02-27,A-08
0285,Adding a bool type,17,A,0,Standards Track,Final,2002-03-08,A-08
0286,Enhanced Argument Tuples,17,A,0,Standards Track,Deferred,2002-03-03,A-08
0304,Controlling Generation of Bytecode Files,17,A,0,Standards Track,Withdrawn,2003-01-22,A-08
0307,Extensions to the pickle protocol,17,A,0,Standards Track,Final,2003-01-31,A-08
0311,Simplified Global Interpreter Lock Acquisition for Extensions,17,A,0,Standards Track,Final,2003-02-05,A-08
0320,Python 2.4 Release Schedule,17,A,0,Informational,Final,2003-07-29,A-08
0322,Reverse Iteration,17,A,0,Standards Track,Final,2003-09-24,A-08
0329,Treating Builtins as Constants in the Standard Library,17,A,0,Standards Track,Rejected,2004-04-18,A-08
0337,Logging Usage in the Standard Library,17,A,0,Standards Track,Deferred,2004-10-02,A-08
0443,Single-dispatch generic functions,17,A,0,Standards Track,Final,2013-05-22,A-08
3120,Using UTF-8 as the default source encoding,17,A,0,Standards Track,Final,2007-04-15,A-08
3124,"Overloading, Generic Functions, Interfaces, and Adaptation",17,A,0,Standards Track,Deferred,2007-04-28,A-08
0221,Import As,18,C,9,Standards Track,Final,2000-08-15,C-38
0222,Web Library Enhancements,19,C,10,Standards Track,Deferred,2000-08-18,C-39
0229,Using Distutils to Build Python,20,C,11,Standards Track,Final,2000-11-16,C-40
0241,Metadata for Python Software Packages,21,A,0,Standards Track,Final,2001-03-12,A-04
0243,Module Repository Upload Mechanism,21,A,0,Standards Track,Withdrawn,2001-03-18,A-04
0262,A Database of Installed Python Packages,21,A,0,Standards Track,Deferred,2001-07-08,A-04
0301,Package Index and Metadata for Distutils,21,A,0,Standards Track,Final,2002-10-24,A-04
0314,Metadata for Python Software Packages v1.1,21,A,0,Standards Track,Final,2003-04-12,A-04
0345,Metadata for Python Software Packages 1.2,21,A,0,Standards Track,Final,2005-04-28,A-04
0376,Database of Installed Python Distributions,21,A,0,Standards Track,Final,2009-02-22,A-04
0386,Changing the version comparison module in Distutils,21,A,0,Standards Track,Superseded,2009-06-04,A-04
0390,Static metadata for Distutils,21,A,0,Standards Track,Rejected,2009-10-10,A-04
0396,Module Version Numbers,21,A,0,Informational,Rejected,2011-03-16,A-04
0425,Compatibility Tags for Built Distributions,21,A,0,Standards Track,Final,2012-07-27,A-04
0426,Metadata for Python Software Packages 2.0,21,A,0,Informational,Withdrawn,2012-08-30,A-04
0427,The Wheel Binary Package Format 1.0,21,A,0,Standards Track,Final,2012-09-20,A-04
0440,Version Identification and Dependency Specification,21,A,0,Informational,Active,2013-03-18,A-04
0453,Explicit bootstrapping of pip in Python installations,21,A,0,Standards Track,Final,2013-08-10,A-04
0459,Standard Metadata Extensions for Python Software Packages,21,A,0,Standards Track,Withdrawn,2013-11-11,A-04
0477,Backport ensurepip (PEP 453) to Python 2.7,21,A,0,Standards Track,Final,2014-08-26,A-04
0491,The Wheel Binary Package Format 1.9,21,A,0,Standards Track,Deferred,2015-04-16,A-04
0496,Environment Markers,21,A,0,Informational,Rejected,2015-07-03,A-04
0503,Simple Repository API,21,A,0,Informational,Accepted,2015-09-04,A-04
0508,Dependency specification for Python Software Packages,21,A,0,Informational,Active,2015-11-11,A-04
0513,A Platform Tag for Portable Linux Built Distributions,21,A,0,Informational,Active,2016-01-19,A-04
0516,Build system abstraction for pip/conda etc,21,A,0,Standards Track,Rejected,2015-10-26,A-04
0517,A build-system independent format for source trees,21,A,0,Standards Track,Provisional,2015-09-30,A-04
0518,Specifying Minimum Build System Requirements for Python Projects,21,A,0,Standards Track,Final,2016-05-10,A-04
0527,Removing Un(der)used file types/extensions on PyPI,21,A,0,Process,Final,2016-08-23,A-04
0566,Metadata for Python Software Packages 2.1,21,A,0,Standards Track,Final,2017-12-01,A-04
0571,The manylinux2010 Platform Tag,21,A,0,Informational,Active,2018-02-05,A-04
0592,"Adding ""Yank"" Support to the Simple API",21,A,0,Standards Track,Final,2019-05-07,A-04
0599,The manylinux2014 Platform Tag,21,A,0,Informational,Final,2019-04-29,A-04
0600,Future 'manylinux' Platform Tags for Portable Linux Built Distributions,21,A,0,Informational,Accepted,2019-05-03,A-04
0610,Recording the Direct URL Origin of installed distributions,21,A,0,Standards Track,Final,2019-04-21,A-04
0621,Storing project metadata in pyproject.toml,21,A,0,Standards Track,Final,2020-06-22,A-04
0625,File name of a Source Distribution,21,A,0,Standards Track,Draft,2020-07-08,A-04
0627,Recording installed projects,21,A,0,Informational,Accepted,2020-07-15,A-04
0629,Versioning PyPI's Simple API,21,A,0,Standards Track,Final,2020-07-16,A-04
0631,Dependency specification in pyproject.toml based on PEP 508,21,A,0,Standards Track,Accepted,2020-08-20,A-04
0632,Deprecate distutils module,21,A,0,Standards Track,Accepted,2020-09-03,A-04
0633,Dependency specification in pyproject.toml using an exploded TOML table,21,A,0,Standards Track,Rejected,2020-09-02,A-04
0639,Metadata for Python Software Packages 2.2,21,A,0,Standards Track,Draft,2019-08-15,A-04
0643,Metadata for Package Source Distributions,21,A,0,Standards Track,Accepted,2020-10-24,A-04
0650,Specifying Installer Requirements for Python Projects,21,A,0,Process,Draft,2020-07-16,A-04
0656,Platform Tag for Linux Distributions Using Musl,21,A,0,Informational,Accepted,2021-03-17,A-04
0658,Static Distribution Metadata in the Simple Repository API,21,A,0,Standards Track,Draft,2021-05-10,A-04
0660,Editable installs for PEP 517 style build backends,21,A,0,Standards Track,Draft,2021-03-30,A-04
3147,PYC Repository Directories,21,A,0,Standards Track,Final,2009-12-16,A-04
3149,ABI version tagged .so files,21,A,0,Standards Track,Final,2010-07-09,A-04
0242,Numeric Kinds,22,C,12,Standards Track,Rejected,2001-03-17,C-41
0247,API for Cryptographic Hash Functions,23,B,13,Informational,Final,2001-03-23,B-04
0452,API for Cryptographic Hash Functions v2.0,23,B,13,Informational,Final,2013-08-15,B-04
0248,Python Database API Specification v1.0,24,B,14,Informational,Final,2001-03-29,B-05
0249,Python Database API Specification v2.0,24,B,14,Informational,Final,2001-03-29,B-05
0250,Using site-packages on Windows,25,C,15,Standards Track,Final,2001-03-30,C-42
0259,Omit printing newline after newline,26,C,16,Standards Track,Rejected,2001-06-11,C-43
0260,Simplify xrange(),27,C,17,Standards Track,Final,2001-06-26,C-44
0261,"Support for ""wide"" Unicode characters",28,C,18,Standards Track,Final,2001-06-27,C-45
0265,Sorting Dictionaries by Value,29,C,19,Standards Track,Rejected,2001-08-08,C-46
0268,Extended HTTP functionality and WebDAV,30,C,20,Standards Track,Rejected,2001-08-20,C-47
0271,Prefixing sys.path by command line option,31,C,21,Standards Track,Rejected,2001-08-15,C-48
0272,API for Block Encryption Algorithms v1.0,32,C,22,Informational,Final,2001-09-18,C-49
0291,Backward Compatibility for the Python 2 Standard Library,33,C,23,Informational,Final,2002-06-06,C-50
0295,Interpretation of multiline string constants,34,C,24,Standards Track,Rejected,2002-07-22,C-51
0297,Support for System Upgrades,35,C,25,Standards Track,Rejected,2001-07-19,C-52
0299,Special __main__() function in modules,36,A,0,Standards Track,Rejected,2002-08-12,A-11
0302,New Import Hooks,36,A,0,Standards Track,Final,2002-12-19,A-11
0308,Conditional Expressions,36,A,0,Standards Track,Final,2003-02-07,A-11
0309,Partial Function Application,36,A,0,Standards Track,Final,2003-02-08,A-11
0312,Simple Implicit Lambda,36,A,0,Standards Track,Deferred,2003-02-11,A-11
0318,Decorators for Functions and Methods,36,A,0,Standards Track,Final,2003-06-05,A-11
0328,Imports Multi-Line and Absolute/Relative,36,A,0,Standards Track,Final,2003-12-21,A-11
0338,Executing modules as scripts,36,A,0,Standards Track,Final,2004-10-16,A-11
0341,Unifying try-except and try-finally,36,A,0,Standards Track,Final,2005-05-04,A-11
0353,Using ssize_t as the index type,36,A,0,Standards Track,Final,2005-12-18,A-11
0356,Python 2.5 Release Schedule,36,A,0,Informational,Final,2006-02-07,A-11
0357,Allowing Any Object to be Used for Slicing,36,A,0,Standards Track,Final,2006-02-09,A-11
0366,Main module explicit relative imports,36,A,0,Standards Track,Final,2007-05-01,A-11
0369,Post import hooks,36,A,0,Standards Track,Withdrawn,2008-01-02,A-11
0382,Namespace Packages,36,A,0,Standards Track,Rejected,2009-04-02,A-11
0395,Qualified Names for Modules,36,A,0,Standards Track,Withdrawn,2011-03-04,A-11
0402,Simplified Package Layout and Partitioning,36,A,0,Standards Track,Rejected,2011-07-12,A-11
0406,Improved Encapsulation of Import State,36,A,0,Standards Track,Withdrawn,2011-07-04,A-11
0420,Implicit Namespace Packages,36,A,0,Standards Track,Final,2012-04-19,A-11
0451,A ModuleSpec Type for the Import System,36,A,0,Standards Track,Final,2013-08-08,A-11
0463,Exception-catching expressions,36,A,0,Standards Track,Rejected,2014-02-15,A-11
0499,python -m foo should bind sys.modules['foo'] in addition to sys.modules['__main__'],36,A,0,Standards Track,Deferred,2015-08-07,A-11
3122,Delineation of the main module,36,A,0,Standards Track,Rejected,2007-04-27,A-11
3129,Class Decorators,36,A,0,Standards Track,Final,2007-05-01,A-11
3133,Introducing Roles,36,A,0,Standards Track,Rejected,2007-05-01,A-11
0303,Extend divmod() for Multiple Divisors,37,C,26,Standards Track,Rejected,2002-12-31,C-53
0305,CSV File API,38,A,0,Standards Track,Final,2003-01-26,A-14
0381,Mirroring infrastructure for PyPI,38,A,0,Standards Track,Withdrawn,2009-03-21,A-14
0438,Transitioning to release-file hosting on PyPI,38,A,0,Process,Superseded,2013-03-15,A-14
0449,Removal of the PyPI Mirror Auto Discovery and Naming Scheme,38,A,0,Process,Final,2013-08-04,A-14
0458,Secure PyPI downloads with signed repository metadata,38,A,0,Standards Track,Accepted,2013-09-27,A-14
0464,Removal of the PyPI Mirror Authenticity API,38,A,0,Process,Final,2014-03-02,A-14
0470,Removing External Hosting Support on PyPI,38,A,0,Process,Final,2014-05-12,A-14
0480,Surviving a Compromise of PyPI End-to-end signing of packages,38,A,0,Standards Track,Draft,2014-10-08,A-14
0316,Programming by Contract for Python,39,C,27,Standards Track,Deferred,2003-05-02,C-54
0321,Date/Time Parsing and Formatting,40,C,28,Standards Track,Withdrawn,2003-09-16,C-55
0326,A Case for Top and Bottom Values,41,C,29,Standards Track,Rejected,2003-12-20,C-56
0330,Python Bytecode Verification,42,C,30,Standards Track,Rejected,2004-06-17,C-57
0332,Byte vectors and String/Unicode Unification,43,C,31,Standards Track,Rejected,2004-08-11,C-58
0336,Make None Callable,44,C,32,Standards Track,Rejected,2004-10-28,C-59
0339,Design of the CPython Compiler,45,C,33,Informational,Withdrawn,2005-02-02,C-60
0349,Allow str() to return unicode strings,46,C,34,Standards Track,Rejected,2005-08-02,C-33
0350,Codetags,47,C,35,Informational,Rejected,2005-06-27,C-31
0362,Function Signature Object,48,A,0,Standards Track,Final,2006-08-21,A-06
0370,Per user site-packages directory,48,A,0,Standards Track,Final,2008-01-11,A-06
0373,Python 2.7 Release Schedule,48,A,0,Informational,Final,2008-11-03,A-06
0392,Python 3.2 Release Schedule,48,A,0,Informational,Final,2009-12-30,A-06
0394,"The ""python"" Command on Unix-Like Systems",48,A,0,Informational,Active,2011-03-02,A-06
0397,Python launcher for Windows,48,A,0,Standards Track,Final,2011-03-15,A-06
0398,Python 3.3 Release Schedule,48,A,0,Informational,Final,2011-03-23,A-06
0399,Pure Python/C Accelerator Module Compatibility Requirements,48,A,0,Informational,Final,2011-04-04,A-06
0404,Python 2.8 Un-release Schedule,48,A,0,Informational,Final,2011-11-09,A-06
0405,Python Virtual Environments,48,A,0,Standards Track,Final,2011-06-13,A-06
0407,New release cycle and introducing long-term support versions,48,A,0,Process,Deferred,2012-01-12,A-06
0409,Suppressing exception context,48,A,0,Standards Track,Final,2012-01-26,A-06
0410,Use decimal.Decimal type for timestamps,48,A,0,Standards Track,Rejected,2012-02-01,A-06
0413,Faster evolution of the Python Standard Library,48,A,0,Process,Withdrawn,2012-02-24,A-06
0414,Explicit Unicode Literal for Python 3.3,48,A,0,Standards Track,Final,2012-02-15,A-06
0415,Implement context suppression with exception attributes,48,A,0,Standards Track,Final,2012-02-26,A-06
0417,Including mock in the Standard Library,48,A,0,Standards Track,Final,2012-03-12,A-06
0418,"Add monotonic time, performance counter, and process time functions",48,A,0,Standards Track,Final,2012-03-26,A-06
0421,Adding sys.implementation,48,A,0,Standards Track,Final,2012-04-26,A-06
0439,Inclusion of implicit pip bootstrap in Python installation,48,A,0,Standards Track,Rejected,2013-03-18,A-06
0457,Notation For Positional-Only Parameters,48,A,0,Informational,Final,2013-10-08,A-06
0466,Network Security Enhancements for Python 2.7.x,48,A,0,Standards Track,Final,2014-03-23,A-06
0476,Enabling certificate verification by default for stdlib http clients,48,A,0,Standards Track,Final,2014-08-28,A-06
0486,Make the Python Launcher aware of virtual environments,48,A,0,Standards Track,Final,2015-02-12,A-06
0490,Chain exceptions at C level,48,A,0,Standards Track,Rejected,2015-03-25,A-06
0493,HTTPS verification migration tools for Python 2.7,48,A,0,Standards Track,Final,2015-05-10,A-06
0514,Python registration in the Windows registry,48,A,0,Informational,Active,2016-02-02,A-06
0543,A Unified TLS API for Python,48,A,0,Standards Track,Withdrawn,2016-10-17,A-06
0546,Backport ssl.MemoryBIO and ssl.SSLObject to Python 2.7,48,A,0,Standards Track,Rejected,2017-05-30,A-06
0564,Add new time functions with nanosecond resolution,48,A,0,Standards Track,Final,2017-10-16,A-06
0570,Python Positional-Only Parameters,48,A,0,Standards Track,Accepted,2018-01-20,A-06
3003,Python Language Moratorium,48,A,0,Process,Final,2009-10-21,A-06
3102,Keyword-Only Arguments,48,A,0,Standards Track,Final,2006-04-22,A-06
3113,Removal of Tuple Parameter Unpacking,48,A,0,Standards Track,Final,2007-03-02,A-06
3114,Renaming iterator.next() to iterator.__next__(),48,A,0,Standards Track,Final,2007-03-04,A-06
3139,"Cleaning out sys and the ""interpreter"" module",48,A,0,Standards Track,Rejected,2008-04-04,A-06
3154,Pickle protocol version 4,48,A,0,Standards Track,Final,2011-08-11,A-06
3155,Qualified name for classes and functions,48,A,0,Standards Track,Final,2011-10-29,A-06
0363,Syntax For Dynamic Attribute Access,49,C,36,Standards Track,Rejected,2007-01-29,C-02
0365,Adding the pkg_resources module,50,C,37,Standards Track,Rejected,2007-04-30,C-30
0379,Adding an Assignment Expression,51,C,38,Standards Track,Withdrawn,2009-03-14,C-03
0389,argparse - New Command Line Parsing Module,52,C,39,Standards Track,Final,2009-09-25,C-04
0401,BDFL Retirement,53,C,40,Process,April Fool!,2009-04-01,C-05
0419,Protecting cleanup statements from interruptions,54,C,41,Standards Track,Deferred,2012-04-06,C-06
0424,A method for exposing a length hint,55,C,42,Standards Track,Final,2012-07-14,C-07
0430,Migrating to Python 3 as the default online documentation,56,C,43,Informational,Final,2012-10-27,C-08
0434,IDLE Enhancement Exception for All Branches,57,C,44,Informational,Active,2013-02-16,C-09
0469,Migration of dict iteration code to Python 3,58,B,45,Standards Track,Withdrawn,2014-04-18,B-06
3106,"Revamping dict.keys(), .values() and .items()",58,B,45,Standards Track,Final,2006-12-19,B-06
0473,Adding structured data to built-in exceptions,59,C,46,Standards Track,Rejected,2014-03-29,C-10
0541,Package Index Name Retention,60,C,47,Process,Final,2017-01-12,C-11
0542,Dot Notation Assignment In Function Header,61,C,48,Standards Track,Rejected,2017-02-10,C-12
0555,Context-local variables (contextvars),62,C,49,Standards Track,Withdrawn,2017-09-06,C-13
0556,Threaded garbage collection,63,C,50,Standards Track,Deferred,2017-09-08,C-14
0581,Using GitHub Issues for CPython,64,B,51,Process,Accepted,2018-06-20,B-03
0588,GitHub Issues Migration Plan,64,B,51,Informational,Draft,2019-03-27,B-03
0595,Improving bugs.python.org,64,B,51,Informational,Withdrawn,2019-05-12,B-03
0582,Python local packages directory,65,C,52,Standards Track,Draft,2018-05-16,C-15
0583,A Concurrency Memory Model for Python,66,C,53,Informational,Withdrawn,2008-03-22,C-16
0609,PyPA Governance,67,C,54,Process,Active,2019-11-05,C-17
0611,The one million limit,68,C,55,Standards Track,Withdrawn,2019-12-05,C-18
0628,Add math.tau,69,C,56,Standards Track,Final,2011-06-28,C-19
0648,Extensible customizations of the interpreter at startup,70,C,57,Standards Track,Draft,2020-12-30,C-20
0651,Robust Stack Overflow Handling,71,C,58,Standards Track,Rejected,2021-01-18,C-21
0657,Include Fine Grained Error Locations in Tracebacks,72,C,59,Standards Track,Draft,2021-05-08,C-22
0659,Specializing Adaptive Interpreter,73,C,60,Informational,Draft,2021-04-13,C-23
0754,IEEE 754 Floating Point Special Values,74,C,61,Standards Track,Rejected,2003-03-28,C-24
0801,Reserved,75,C,62,Informational,Draft,2018-06-21,C-25
3123,Making PyObject_HEAD conform to standard C,76,C,63,Standards Track,Final,2007-04-27,C-26
3125,Remove Backslash Continuation,77,C,64,Standards Track,Rejected,2007-04-29,C-27
3128,BList A Faster List-like Type,78,C,65,Standards Track,Rejected,2007-04-30,C-28
3132,Extended Iterable Unpacking,79,C,66,Standards Track,Final,2007-04-30,C-29
3136,Labeled break and continue,80,C,67,Standards Track,Rejected,2007-06-30,C-61
3138,String representation in Python 3000,81,B,68,Standards Track,Final,2008-05-05,B-07
3140,"str(container) should call str(item), not repr(item)",81,B,68,Standards Track,Rejected,2008-05-27,B-07
